sample_id	NCBI_accession
ad17b1f1-4bab-420f-8842-edbfdd6007e7	SRR15040904
7de75575-67f0-4dcf-9ec0-b975db57a839	SRR15040903
4b1766ad-9511-449a-b8ad-b46baefcb9ad	SRR15040902
f0a63801-6597-4ee6-a742-ba2c24300169	SRR15040901
f6de9d48-ff7a-4f9e-93ef-a9f46109f143	SRR15040900
c7ce191c-95b3-4f24-91fc-e9b2f5401924	SRR15040899
2f40882d-bd00-4469-b444-9fcad6fc693a	SRR15040898
1b282f6c-8548-4275-88dd-ee030ae20a5e	SRR15041050
bca6dc23-c732-4d55-8dde-1c91dc4b4162	SRR15041049
b4a87991-1e31-4a6b-a880-b84b3d56d21b	SRR15041048
8031f74f-a583-4f27-9373-70777950a9a5	SRR15041047
0e0e5e7e-6699-4bef-bafe-1c6ef852f55b	SRR15041046
d1f52181-e5ae-40b5-a84b-fc8eaf329dc2	SRR15041045
ff0c9518-34cb-47c3-8079-dccac44def8b	SRR15041044
59e4bc36-6a21-440f-827c-2f57ed25d6e6	SRR15041043
f8c2bab7-5922-483b-9a20-495f3c0f4078	SRR15041042
d97d84c1-5c04-4a7d-9240-918c46bce9ed	SRR15041041
91ba1a69-7723-4acd-a7f7-d67dad69d41a	SRR15041039
0e131aa3-3eec-4924-b17a-e92c50eb599c	SRR15041038
0aeaff97-0d3e-4edb-9b74-4366c8718e0c	SRR15041037
c0669048-6834-4a8e-af89-54905c73b341	SRR15041036
32fe6348-59be-483a-a216-7819103ca455	SRR15041035
7de805e2-450c-4a3f-9c4e-68cc2efecbc9	SRR15041034
f00627d5-751d-4f3d-ac7b-f645b2bf9174	SRR15041033
f1d44448-3892-495f-89df-a4194ad09083	SRR15041032
9fb3389b-bf8e-4027-94a0-f3ff9f8cd6dd	SRR15041031
b0998522-9c8f-4226-828e-bc16fd97f8bb	SRR15041030
b18f5c41-f815-483e-a54d-6ee8e09d6ba0	SRR15041028
fad16dd8-d50e-402b-a05c-f607c8a31ad0	SRR15041027
872c4c41-87c6-442e-943c-e04340295573	SRR15041026
14ce0746-604e-48b4-a484-0ebf5fbe66bc	SRR15041025
d7b5671a-10f4-4bfc-ad5f-2ff1dc9ad6fe	SRR15041024
9a852141-6a83-42d6-90f9-93962d6c988b	SRR15041023
6e627ff3-077f-4853-92a9-3cde0b1bac54	SRR15041022
a436454d-1cb9-478a-b3ff-f964a791b68d	SRR15041021
c898d05a-df92-45cc-95b5-68a9b20edf2a	SRR15041020
b3c6fddc-94a0-4b72-b836-f22b5ea4716a	SRR15041019
ca027333-2862-48ea-a275-b00184a5822b	SRR15041017
203253d1-4792-4f64-836a-5004f1fa21a8	SRR15041016
b6166c8b-c7ef-4ba2-ae15-5eec0669c7d9	SRR15041015
d9a8721e-e097-4e70-8a93-716144067640	SRR15041014
c8b88acc-1f98-466c-986d-20e7d47f9711	SRR15041013
19373bf8-dd91-4107-9607-54d2085ca0a5	SRR15041012
1940642a-64c0-4341-89f0-eb184099f0d9	SRR15041011
f76791be-fe0f-4ce4-a7f7-0a88822cfe5d	SRR15041010
95edb1a5-7816-4549-ac57-141ff8e3d01d	SRR15041009
9028cb73-e769-474c-9202-76a3bb9fa7c1	SRR15041008
76503b3e-2d5a-475a-8fca-78837d09f93f	SRR15041006
7e76e528-3a6c-48bb-8dd6-d75da1fcbb1e	SRR15041005
3721969b-aa4d-4418-9910-9140decb3172	SRR15041004
11f62716-860f-4f23-b581-293797c95ccc	SRR15041003
15e0a7a4-9566-4101-a7b6-29d47eed3c89	SRR15041002
2a8ac449-01ac-4810-b64b-ead0802013db	SRR15041001
f389bfaf-5dcb-4f1b-8409-a19bb7630665	SRR15041000
ae58045c-3bc0-4738-b22a-cbe21f876736	SRR15040999
1a3c484c-4805-401a-8710-9090bf72e9cb	SRR15040998
4d4c27dc-e481-4f2e-88b1-2ad2777b13c0	SRR15040997
93564dd2-8c41-49d6-881f-ec228d5e696e	SRR15040995
f08a2abc-d78f-4e89-8b8a-b5bd88027fdd	SRR15040994
daef7bbe-bb11-4d5b-b2d8-6423312c4530	SRR15040993
430d0021-31c0-4996-a8ad-1efd262b6456	SRR15040992
d0622bc8-f8e6-42d6-a7a0-612069b37831	SRR15040991
244077e5-5e73-48c1-bf33-5e1be595c049	SRR15040990
