sample_id	NCBI_accession
485bda49-a627-491b-b963-8b785482be8c	SRR28674843
89be8b42-9c8e-4298-b084-983d90d283b2	SRR28674844
15b215fd-b536-49c5-a7e9-c35ae6fb2ac2	SRR28674845
365dfc0b-ae54-432c-9fda-d3678d91280c	SRR28674846
aa2006aa-9dfc-48c9-b581-bc9db0e9d341	SRR28674847
662770fa-b6c6-4bdb-b4a3-77efcf9cd0f8	SRR28674848
60f14fb3-0760-4cf6-a47d-4e6b4d8315dd	SRR28674853
68a1753a-9efa-4f5c-a235-a96043cb93ac	SRR28674854
a331f6c2-cccd-4e9f-a1b6-ed897d4fda10	SRR28674857
5e10bb14-b9f8-40fb-844a-2a96b02e66dc	SRR28674858
84d00c44-bd5d-40dc-8ed5-cd368fef28a8	SRR28674862
e0610d63-2656-4593-8447-3f5e9e7b7353	SRR28674863
246a56e6-2d85-4e11-989b-3188dd4262a1	SRR28674864
38f3950b-bf9b-40fe-aea3-1567143eef57	SRR28674870
f74db5d7-7a33-4461-bd7e-d843a7d9019f	SRR28674871
0d3030c8-ed4a-4139-9e9e-680099cddf9b	SRR28674872
7e04802c-8b2d-4703-a5ec-746bbb034bb4	SRR28674873
77e50899-58d0-480d-99c2-4cd2863a0adc	SRR28674874
29075329-0566-450d-9e0e-f96328c1f269	SRR28674659
2726112c-0978-4246-a871-48fa6851d84e	SRR28674660
949c4cab-0144-43f6-9f59-c6f44786ed46	SRR28674662
72094afe-8c38-4f93-bd0f-ab9ac42556ad	SRR28674663
65301a78-acae-4323-897d-2789b942a96f	SRR28674664
2a9feaf3-c513-430b-8d88-a700e322d95f	SRR28674666
3fd8ea88-3163-4216-8362-eb1e0f804d93	SRR28674667
813a54b0-a4bd-4af9-8387-08a58484d139	SRR28674668
7ec58c6d-c5d6-494a-b89e-6ba2a2717855	SRR28674673
a56303f6-fd7c-479a-a932-f6e0ee185343	SRR28674674
e8406dd8-06a1-458b-8a9b-d03b91f51010	SRR28674675
8a8292a5-f702-49cc-b29d-6b64cceea088	SRR28674676
c2527f03-84fe-48f7-ab96-0e35b17fc8f3	SRR28674679
17573bb0-ef15-4a94-acf4-3aa337001b34	SRR28674680
da731448-2cc2-49d3-a7fd-1111e81d0f00	SRR28674681
6c4678d1-9969-4131-93d1-c74da25720c1	SRR28674682
b0477eaa-554e-49b1-8766-0edaf96059a7	SRR28674683
b36a9a67-8ffb-4c52-b7d5-d36ba5ef4e74	SRR28674686
7f2332d3-f504-4b94-b19f-51f37fd42d11	SRR28674687
53358a6c-eaf5-4063-95f8-70604fe82f83	SRR28674688
5cea3ab9-6441-4d02-8d8b-63c10086bc54	SRR28674689
cf35e036-ca0e-4693-bbf0-70de2c2e27eb	SRR28674690
b2778ccf-c29e-47b6-8368-56b4c9356ce8	SRR28674692
b258eae8-ff57-44af-b73c-2d2616e4375d	SRR28674693
0baffb78-df1f-4d0e-b440-538f10047c8e	SRR28674694
baf09714-d92b-4228-b46d-33d785b96a47	SRR28674695
f4fb2acb-6df0-47f5-80c4-f427a90ac303	SRR28674696
6ba3f442-3d1a-4d5c-bf13-77d1cd4067d4	SRR28674697
427193af-a1b6-4847-aaaf-5610b176abb5	SRR28674698
2e05df5b-6e26-447b-a1de-601026b7a78d	SRR28674699
4e2ae893-4359-4ec0-a7b0-aeff9638c7e2	SRR28674700
a7ce4bea-31c1-4c0b-9a7c-09b4c62d5471	SRR28674703
81070697-630a-4ecd-bb45-1f577c70a390	SRR28674704
98110dbe-d843-4f63-86aa-4c6a07dc06da	SRR28674705
4a26ebdf-bd8d-4eca-9375-8bd1d07b0258	SRR28674709
a3a24e4e-ae65-44e2-8379-14fcae95f0cb	SRR28674710
82ebf0ba-c6a7-4249-bcc0-854ffe348d0d	SRR28674711
da1e8d47-4ce0-4513-b4da-1f07c918ab14	SRR28674712
0483dbd5-80b5-41c9-b990-ab58a53867e2	SRR28674713
a4a4aabe-0f73-45bc-bb42-3b8cc753fdf6	SRR28674714
23a129fa-6822-4d96-9dbf-cf0cee79f755	SRR28674715
68c2fbcb-95c6-4587-ab16-fa3de18354dd	SRR28674716
9d6502c1-99e3-4d4e-ab12-d99c9f713d8e	SRR28674717
133f3f52-4100-4b6c-a2bf-5ce29b620aa9	SRR28674727
f829b7f1-62b0-47f9-95aa-8913fc02ebf3	SRR28674728
85c88728-0fc4-46b0-8d17-4e478bf55f59	SRR28674729
d92875aa-66ff-4e28-b061-449c023420db	SRR28674730
0cd97a80-1cce-4a8a-a9d3-ccbc1abcfe7d	SRR28674731
34863b56-e8f1-4348-9e06-2c023c26cba2	SRR28674732
13e20fb3-0c63-42d1-9463-545913252e26	SRR28674733
e9731746-c53d-487b-a496-392c415d58ff	SRR28674734
b7376a75-808b-447e-b21e-8f92adb817e4	SRR28674735
2428b850-77d1-4a96-8321-a160556f031c	SRR28674736
7a92a6fe-71ae-4abc-ac39-de42cb983387	SRR28674737
cd363a69-9b23-4079-81c2-3a4ad3649935	SRR28674738
fc56750c-0d51-4db0-9be5-ae65174bc11a	SRR28674739
72771f57-69c6-4dc9-bd5f-254278f0eed4	SRR28674740
396d2a71-768d-458c-b790-dd3f1f017c85	SRR28674741
dc72f424-eaa6-4b28-8be0-edf740480330	SRR28674742
6db2c9cf-969e-4794-bf04-cd8ab888b959	SRR28674744
2099d025-153c-4746-bbf2-44d2b24a36e6	SRR28674745
4de35fa7-0767-46e8-8ab4-d3d4b2d8bb83	SRR28674746
6eb04e1a-d964-4708-b745-1bd6f8f21a28	SRR28674747
ebb25f85-d372-49da-ab70-6d1672428059	SRR28674748
bab083de-017a-4072-b297-b4c63987a04e	SRR28674752
84c729c0-29ed-4fdf-b493-943714be1239	SRR28674753
a188c8ad-620f-41d2-950d-9720a101d50f	SRR28674754
67fe14a9-9de9-485a-a930-a888b4e18f6d	SRR28674755
ecbda259-a0d9-43e4-b0b0-bc6aae0a7446	SRR28674756
da6edc93-2a54-4f68-85d5-4650238ba63f	SRR28674757
7d3bbf0e-4dbd-4ce4-be36-80175d0d6028	SRR28674759
44e3c59d-592a-464a-8a81-28f6dcdee765	SRR28674760
22064a71-9f8e-4a73-96dd-e90356c26340	SRR28674767
975171fe-7570-4a31-a140-53d8d26254a5	SRR28674768
a8a70bed-e980-4cb1-a72b-053cb7d5c4da	SRR28674775
052b6271-89a0-4988-93f6-c53f48b944c2	SRR28674776
0aa67cd7-3112-4fd4-b799-f841b3f0665c	SRR28674777
aea388ed-1aac-41ed-a405-6032f5a812ac	SRR28674791
b3d6f579-2d73-45b8-bfa0-0a3edde79ca2	SRR28674792
e81b1110-0df4-4573-bfa5-e66f87ce723c	SRR28674793
3672af1b-b759-4ab1-ac16-197335987e7b	SRR28674800
7d972adf-d14d-431e-8e2a-906d8cc33ecc	SRR28674805
eef20d03-8b42-4422-893b-ff7622e934fe	SRR28674810
0cda53c0-0d75-4e09-af93-ec3c29b4a2f2	SRR28674814
0354e9fa-c42e-4e8d-bba3-90ab57679749	SRR28674815
c4fed0d1-dcc4-43b8-80e1-7e274e7cdfcc	SRR28674816
ea17e7aa-d9ef-4938-b5bb-dc07cec8810f	SRR28674817
91c810ec-b66b-4b95-ba72-e9f772ab84ce	SRR28674818
d41f3e5f-ce08-4565-8cea-e1cb4f360b8e	SRR28674828
71b542d9-d2fa-4a81-912f-bac6cf1946bf	SRR28674829
941de433-0f6c-42e1-b9e7-d4c97684a5d7	SRR28674835
9e1a37af-dd55-4900-ab17-2c31bb3cae4e	SRR28674836
307e52cc-ed44-4207-8c4e-9b5e48c7d8eb	SRR28674849
66cbdd55-b5b6-4ced-95cf-53a7548ba4f7	SRR28674850
a2e481ae-1298-40a2-aaed-720328b107a9	SRR28674851
785f6688-91f3-4341-a653-bd38075dc194	SRR28674852
fe6cdea3-e1b1-4acf-8dd6-45d9960cc832	SRR28674855
39ab11d4-eec2-4b8b-b44e-58e1341d5138	SRR28674856
a68938ee-8c92-42b6-82e7-47e3f1b07240	SRR28674859
5c9f9f8c-6d44-4517-a995-c59a42d494f0	SRR28674860
1acb8a2f-b845-4a16-8428-737551e7de05	SRR28674861
be861955-0caa-40dc-aa73-528798496eda	SRR28674865
3517872d-18e5-4a61-a2cd-a7e986b7513a	SRR28674866
afd5d891-ae54-48f4-9f07-bcea6cb8ee91	SRR28674867
e487c092-565d-4d9c-a071-59baa4d77019	SRR28674868
4d226aff-bd26-492a-a058-ced68aca87e0	SRR28674869
