sample_id	subject_id	control	country	body_site	body_site_details	age	age_group	age_unit	ancestry	ancestry_details	antibiotics_current_use	biomarker	bmi	days_from_first_collection	dietary_restriction	disease	disease_details	disease_response_orr	disease_response_pfs	disease_response_pfs_month	disease_response_recist	dna_extraction_kit	family	family_role	feces_phenotype	fmt_id	fmt_role	hla	lifestyle	location	median_read_length	minimum_read_length	ncbi_accession	neonatal_birth_weight	neonatal_delivery_procedure	neonatal_feeding_method	neonatal_gestational_age	neonatal_preterm_birth	number_bases	number_reads	obgyn_birth_control	obgyn_lactating	obgyn_menopause	obgyn_pregnancy	pmid	probing_pocket_depth	sequencing_platform	sex	smoker	subcohort	treatment	tumor_staging_ajcc	tumor_staging_tnm	westernized	zigosity	uncurated_metadata	housing_cage	cohort	file_paths	uuid
2C-B	2333	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	19	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2C-B/CALTEC-001-2C-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2C-B/CALTEC-001-2C-B_R2.fastq.gz;	216699da-5299-480f-87a1-4c4c5ae57e7b
3C-B	2334	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	19	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3C-B/CALTEC-001-3C-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3C-B/CALTEC-001-3C-B_R2.fastq.gz;	c88e4fdb-0d46-4ae4-b1e8-98933a35feeb
4C-B	2336	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	19	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-4C-B/CALTEC-001-4C-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-4C-B/CALTEC-001-4C-B_R2.fastq.gz;	672ea0fc-3873-4ec8-9d2d-57f3c422c197
5C-B	2351	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	18	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-5C-B/CALTEC-001-5C-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-5C-B/CALTEC-001-5C-B_R2.fastq.gz;	135f44a7-adf5-43f1-8c2d-4ba8f92187a2
6C-B	2335	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	19	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-6C-B/CALTEC-001-6C-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-6C-B/CALTEC-001-6C-B_R2.fastq.gz;	253c2ac0-4eed-4fd8-8b7a-9b091fdec2fc
7C-B	NA	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-2	Vehicle	NA	NA	NA	NA	NA	NA	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-7C-B/CALTEC-001-7C-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-7C-B/CALTEC-001-7C-B_R2.fastq.gz;	e9749d55-fecc-4517-a466-9ead9e6d8413
8C-B	NA	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-2	Vehicle	NA	NA	NA	NA	NA	NA	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-8C-B/CALTEC-001-8C-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-8C-B/CALTEC-001-8C-B_R2.fastq.gz;	6f87b662-221b-4811-8fe4-c5237d03d957
1B-B	2345	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	benCom	NA	NA	NA	NA	NA	20	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-1B-B/CALTEC-001-1B-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-1B-B/CALTEC-001-1B-B_R2.fastq.gz;	f3035faf-d71d-4cb0-bb63-64d7b3c38491
2B-B	2329	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	benCom	NA	NA	NA	NA	NA	21	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2B-B/CALTEC-001-2B-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2B-B/CALTEC-001-2B-B_R2.fastq.gz;	2f242b7c-f644-4a6d-ae13-41f3a2d6f125
3B-B	2327	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	benCom	NA	NA	NA	NA	NA	21	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3B-B/CALTEC-001-3B-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3B-B/CALTEC-001-3B-B_R2.fastq.gz;	c80e6d15-520b-4bd0-a67a-62f8a17c035e
4B-B	2331	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	benCom	NA	NA	NA	NA	NA	21	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-4B-B/CALTEC-001-4B-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-4B-B/CALTEC-001-4B-B_R2.fastq.gz;	a6a8e3b9-4007-4fe4-a891-b85a100f0b29
5B-B	2339	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	benCom	NA	NA	NA	NA	NA	22	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-5B-B/CALTEC-001-5B-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-5B-B/CALTEC-001-5B-B_R2.fastq.gz;	3eff4ead-173f-43c0-8bf3-928eda3af235
6B-B	2341	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	benCom	NA	NA	NA	NA	NA	22	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-6B-B/CALTEC-001-6B-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-6B-B/CALTEC-001-6B-B_R2.fastq.gz;	f47bfcd5-7b4b-4670-980b-3e4c9c4a88cf
7B-B	2346	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	benCom	NA	NA	NA	NA	NA	20	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-7B-B/CALTEC-001-7B-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-7B-B/CALTEC-001-7B-B_R2.fastq.gz;	4a571d8f-049d-4057-8034-883f1fc99ab2
8B-B	2347	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	benCom	NA	NA	NA	NA	NA	20	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-8B-B/CALTEC-001-8B-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-8B-B/CALTEC-001-8B-B_R2.fastq.gz;	700a1335-1157-4209-88da-172a9d744849
