study_name	BioProject	sample_id	NCBI_accession	uuid
QianY_2020	PRJNA433459	SAMN08516764	SRR10983060	4b4be827-6818-478b-9b68-7eeabccdce33
QianY_2020	PRJNA433459	SAMN08516765	SRR10983059	c629f3bc-9e74-4ee1-907d-eb5830d715ef
QianY_2020	PRJNA433459	SAMN08516766	SRR10983058	2d46e250-7d04-4a26-a2c3-ed2c6a17dba2
QianY_2020	PRJNA433459	SAMN08516767	SRR10983057	dd8a9a1c-260c-45ce-ac0f-e282b30a0622
QianY_2020	PRJNA433459	SAMN08516768	SRR10983055	b02f9798-5c9a-4c46-97b2-993659aee7d0
QianY_2020	PRJNA433459	SAMN08516769	SRR10983054	3cc55845-cd6a-41b1-abfe-2c83dcb4780a
QianY_2020	PRJNA433459	SAMN08516770	SRR10983053	9faeb946-41b8-4fd8-a3e0-8c182a4b122a
QianY_2020	PRJNA433459	SAMN08516771	SRR10983052	014c84d7-06c0-4f8c-b6aa-2838f257bcd3
QianY_2020	PRJNA433459	SAMN08516772	SRR10983051	6e1859a3-bfbe-4e27-85e2-e1b30aece340
QianY_2020	PRJNA433459	SAMN08516773	SRR10983050	a2a2d766-3bff-4f8a-b0e8-9836dd3d96f5
QianY_2020	PRJNA433459	SAMN08516774	SRR10983049	59a6cb77-90e6-4bcc-856f-b80ffb51ab85
QianY_2020	PRJNA433459	SAMN08516775	SRR10983048	47e34337-c1d9-4b22-85a0-22ebf25aae7d
QianY_2020	PRJNA433459	SAMN08516776	SRR10983047	141ed50e-4f23-46a1-81e5-d6f4bdd2c1e8
QianY_2020	PRJNA433459	SAMN08516777	SRR10983046	dcebd1b3-0816-4f16-b512-d0c95327eed6
QianY_2020	PRJNA433459	SAMN08516778	SRR10983044	90e9e4d7-41a3-4d65-b2f4-edd98306d406
QianY_2020	PRJNA433459	SAMN08516779	SRR10983043	2d29d464-1017-42da-8b7f-6d1d44ca4670
QianY_2020	PRJNA433459	SAMN08516780	SRR10983042	d1d2f1ad-8d49-4f08-b8d0-df334ec33cae
QianY_2020	PRJNA433459	SAMN08516781	SRR10983041	0b0f713c-2788-4d2c-8b61-92a2f4490c6a
QianY_2020	PRJNA433459	SAMN08516782	SRR10983040	79045e85-0b9c-440d-9e3f-0d70b7c3ec68
QianY_2020	PRJNA433459	SAMN08516783	SRR10983039	bf5a0eb3-9996-4f5b-b8da-234981ca22ae
QianY_2020	PRJNA433459	SAMN08516784	SRR10983038	b307281c-26c3-4e04-8e72-223121049fa4
QianY_2020	PRJNA433459	SAMN08516785	SRR10983037	be293be4-0568-4c0b-945e-239a04db1669
QianY_2020	PRJNA433459	SAMN08516786	SRR10983036	eaaa0826-f747-463a-a9eb-00589e699021
QianY_2020	PRJNA433459	SAMN08516787	SRR10983035	74d0971d-1c08-4d79-8875-5382920220ad
QianY_2020	PRJNA433459	SAMN08516788	SRR10983033	fae56424-cfa2-496e-98d7-6eb486fdb02b
QianY_2020	PRJNA433459	SAMN08516789	SRR10983032	8bab5fa3-2bde-4111-9958-47051fc96358
QianY_2020	PRJNA433459	SAMN08516790	SRR10983031	eed28ebf-dc72-4f57-8ce7-82399b9a298c
QianY_2020	PRJNA433459	SAMN08516791	SRR10983030	10a45652-9df3-4cdc-8f4c-d0010b42ec26
QianY_2020	PRJNA433459	SAMN08516792	SRR10983029	3841d098-a1a9-4910-9a1c-1727a53fb1ca
QianY_2020	PRJNA433459	SAMN08516793	SRR10983028	8ef4b9c1-5199-4f8c-bf6e-d8f6442f2d75
QianY_2020	PRJNA433459	SAMN08516794	SRR10983027	40b842a1-a433-4799-9028-32beb50cbc65
QianY_2020	PRJNA433459	SAMN08516795	SRR10983026	a68089ce-a62b-4bb9-9a23-3696740c1e66
QianY_2020	PRJNA433459	SAMN08516796	SRR10983025	b7275d32-aa75-417e-b996-6ad6d5bebb3f
QianY_2020	PRJNA433459	SAMN08516797	SRR10983024	55400fea-e350-4e46-932c-3049b5270065
QianY_2020	PRJNA433459	SAMN08516798	SRR10983022	9c99481a-9b69-4f52-a8ec-d8cce3002cc4
QianY_2020	PRJNA433459	SAMN08516799	SRR10983021	0aac19c1-5c59-4ad9-956f-c837de4e776e
QianY_2020	PRJNA433459	SAMN08516800	SRR10983020	8d976f1a-7170-4cba-a57a-0b12225bfeb7
QianY_2020	PRJNA433459	SAMN08516801	SRR10983019	40de4854-99b8-4187-89f8-10b5f7c3b642
QianY_2020	PRJNA433459	SAMN08516802	SRR10983018	d1c005a1-3d80-4938-9b79-3367a6ccac79
QianY_2020	PRJNA433459	SAMN08516803	SRR10983017	0794e5a2-69de-465a-ba59-a650ab05892a
QianY_2020	PRJNA433459	SAMN08516804	SRR10983016	4e3c2110-838c-4fe2-a657-824ffaa1a7c2
QianY_2020	PRJNA433459	SAMN08516805	SRR10983015	9b4edef3-de35-4237-9e1a-a30963409e0d
QianY_2020	PRJNA433459	SAMN08516806	SRR10983014	9396c8b7-be67-4512-8e31-94af2cb67897
QianY_2020	PRJNA433459	SAMN08516807	SRR10983013	5845da11-d633-413e-ba3b-2abd5482f0ce
