study_name	BioProject	sample_id	NCBI_accession	uuid
NishiwakiH_2024	PRJDB15956	SAMD00618117	DRR480364	2c287d64-8cf8-42c2-a27f-d35384444c4c
NishiwakiH_2024	PRJDB15956	SAMD00618118	DRR480365	8eda8a76-1efc-4007-bc43-0011f1dac045
NishiwakiH_2024	PRJDB15956	SAMD00618119	DRR480366	3de78866-12c9-4357-8ddf-718d1030c10b
NishiwakiH_2024	PRJDB15956	SAMD00618120	DRR480367	a7205fa7-f6a3-48f6-ac0d-742101cae80f
NishiwakiH_2024	PRJDB15956	SAMD00618121	DRR480368	a074455e-1b5d-4983-8968-e8652dd5a3b6
NishiwakiH_2024	PRJDB15956	SAMD00618122	DRR480369	5ec86ef6-a351-458d-b684-e03b555a563c
NishiwakiH_2024	PRJDB15956	SAMD00618123	DRR480370	2b9d662f-baa8-420c-993e-9e75e63c5df5
NishiwakiH_2024	PRJDB15956	SAMD00618124	DRR480371	19fa197a-eb38-4505-ae94-3805db6cdec7
NishiwakiH_2024	PRJDB15956	SAMD00618125	DRR480372	e0dfb77a-a4e6-4efe-9ae8-af10b26ffb4d
NishiwakiH_2024	PRJDB15956	SAMD00618126	DRR480373	2284aeab-5752-4113-a1ae-81a4947c08bf
NishiwakiH_2024	PRJDB15956	SAMD00618127	DRR480374	a6da1be3-d466-4927-a63b-e3815bbb2a42
NishiwakiH_2024	PRJDB15956	SAMD00618128	DRR480375	cc51322e-8022-4fe6-9120-527323247d90
NishiwakiH_2024	PRJDB15956	SAMD00618129	DRR480376	880fc157-4f1e-4013-86c3-b3f91aaa4e28
NishiwakiH_2024	PRJDB15956	SAMD00618130	DRR480377	2f3da2f4-1211-4dbb-9056-65ee1bc94b25
NishiwakiH_2024	PRJDB15956	SAMD00618131	DRR480378	a6bc6ef3-2a82-400e-912f-a2d2033948e8
NishiwakiH_2024	PRJDB15956	SAMD00618132	DRR480379	566c45ab-1847-4e9d-b3b7-a8a354a4bef6
NishiwakiH_2024	PRJDB15956	SAMD00618133	DRR480380	52424b49-5133-45b2-bf66-93db20970eb2
NishiwakiH_2024	PRJDB15956	SAMD00618134	DRR480381	1a6311ea-3fb4-4fb7-98e7-b7f67b55effb
NishiwakiH_2024	PRJDB15956	SAMD00618135	DRR480382	f68adcfa-34d2-4402-a341-6d9cec448e80
NishiwakiH_2024	PRJDB15956	SAMD00618136	DRR480383	f92c9760-92d8-4264-b633-663df4120105
NishiwakiH_2024	PRJDB15956	SAMD00618137	DRR480384	efda4f2e-3493-478e-ba9b-dec30c5af942
NishiwakiH_2024	PRJDB15956	SAMD00618138	DRR480385	422652ab-cf4c-4d41-bab8-1c89509e8bf1
NishiwakiH_2024	PRJDB15956	SAMD00618139	DRR480386	0a759a8d-3685-4fab-abc1-49348da49ab3
NishiwakiH_2024	PRJDB15956	SAMD00618140	DRR480387	494d0e9e-ecfc-4bcd-8201-34605c79fc87
NishiwakiH_2024	PRJDB15956	SAMD00618141	DRR480388	15a6949c-ba91-4f49-853e-9b3588407f8d
NishiwakiH_2024	PRJDB15956	SAMD00618142	DRR480389	b60e29d3-581f-4048-ad24-ff327ec49ca6
NishiwakiH_2024	PRJDB15956	SAMD00618143	DRR480390	d1eec5ef-64a0-4879-b09d-96eba9c26f17
NishiwakiH_2024	PRJDB15956	SAMD00618144	DRR480391	5a6eef43-dd82-4c6d-9662-68ff72863eed
NishiwakiH_2024	PRJDB15956	SAMD00618145	DRR480392	c776ef0d-fc94-4c5e-a9cc-3b28c9fe95e3
NishiwakiH_2024	PRJDB15956	SAMD00618146	DRR480393	f6ad8944-a0fa-4303-ae26-358bd8c49852
NishiwakiH_2024	PRJDB15956	SAMD00618147	DRR480394	080b8c0e-9762-4ce9-a49a-b432e9c44030
NishiwakiH_2024	PRJDB15956	SAMD00618148	DRR480395	4f83037d-28b3-406f-b413-1e571a3a7d8a
NishiwakiH_2024	PRJDB15956	SAMD00618149	DRR480396	e3066d98-fbcd-4872-a237-91c17daa37d5
NishiwakiH_2024	PRJDB15956	SAMD00618150	DRR480397	72c8f9b6-c453-4957-bdae-f8712c91c8f9
NishiwakiH_2024	PRJDB15956	SAMD00618151	DRR480398	fbcd50dc-4cf8-438e-ad43-6143c140fdb6
NishiwakiH_2024	PRJDB15956	SAMD00618152	DRR480399	ee1180d2-d5a5-4d26-9b35-5ceef2d7ccd8
NishiwakiH_2024	PRJDB15956	SAMD00618153	DRR480400	54e83bb9-94f1-4c15-8d94-82fada19f22c
NishiwakiH_2024	PRJDB15956	SAMD00618154	DRR480401	e60192e5-07b3-48ea-9804-aabc2bc794a6
NishiwakiH_2024	PRJDB15956	SAMD00618155	DRR480402	c4ecc935-8134-492e-a561-16c29e087b6e
NishiwakiH_2024	PRJDB15956	SAMD00618156	DRR480403	84611466-db48-42e8-b197-4ac1691f8b83
NishiwakiH_2024	PRJDB15956	SAMD00618157	DRR480404	64cda28f-4c03-4184-861c-ebe1d25681f8
NishiwakiH_2024	PRJDB15956	SAMD00618158	DRR480405	0fe9818a-7588-4592-a1a0-a140b5a8e274
NishiwakiH_2024	PRJDB15956	SAMD00618159	DRR480406	9aec3a43-e4c3-421f-a220-45b7ae439f34
NishiwakiH_2024	PRJDB15956	SAMD00618160	DRR480407	6a82f4ba-26f3-4657-8d65-b43d4cb772c5
NishiwakiH_2024	PRJDB15956	SAMD00618161	DRR480408	6530ad0c-4657-44f8-b189-5ca512aebdb8
NishiwakiH_2024	PRJDB15956	SAMD00618162	DRR480409	b7618c91-c50c-4f49-b000-876a45fba2c2
NishiwakiH_2024	PRJDB15956	SAMD00618163	DRR480410	7bae08fe-4479-4aeb-9ea4-9b0e9034b88b
NishiwakiH_2024	PRJDB15956	SAMD00618164	DRR480411	c11febb0-7ef4-49c1-9594-58cf7bfbb010
NishiwakiH_2024	PRJDB15956	SAMD00618165	DRR480412	0dde98d0-abd7-488f-ac35-4da5400d26a9
NishiwakiH_2024	PRJDB15956	SAMD00618166	DRR480413	2603e3fd-ccbf-4ffa-a1ee-82076eb3c9d6
NishiwakiH_2024	PRJDB15956	SAMD00618167	DRR480414	8f226230-4845-4e6f-b642-caf478c601b5
NishiwakiH_2024	PRJDB15956	SAMD00618168	DRR480415	5de5e263-ac1e-48b7-a2bd-6c04be2bf131
NishiwakiH_2024	PRJDB15956	SAMD00618169	DRR480416	b8a47f02-ab41-4f16-aaf9-55d905c3d110
NishiwakiH_2024	PRJDB15956	SAMD00618170	DRR480417	4ddd0fe2-d637-4c44-8334-fdfd7b4849a0
NishiwakiH_2024	PRJDB15956	SAMD00618171	DRR480418	cc793ac8-4f21-4c23-8d6c-083b66e2446a
