study_name	BioProject	sample_id	NCBI_accession	uuid
BoktorJC_2023	PRJEB53403	SAMEA110061257	ERR9830226	3924d5b7-5e93-42ff-addd-e491183db9ab
BoktorJC_2023	PRJEB53403	SAMEA110061258	ERR9830227	bbfcc3ca-675f-4bc0-9c23-bc9a2e93b798
BoktorJC_2023	PRJEB53403	SAMEA110061259	ERR9830228	e9ed51f8-b433-49e1-85bc-2962537a9c21
BoktorJC_2023	PRJEB53403	SAMEA110061260	ERR9830229	397e1b73-85c8-45bd-9f5f-867bc2586215
BoktorJC_2023	PRJEB53403	SAMEA110061261	ERR9830230	6dff2d36-b046-4668-b341-4dee9803eb86
BoktorJC_2023	PRJEB53403	SAMEA110061262	ERR9830231	1b423c62-1866-45cf-9f5e-0a3a3ccf8f27
BoktorJC_2023	PRJEB53403	SAMEA110061263	ERR9830232	78e46b39-acbe-4e16-b4aa-73b601af5474
BoktorJC_2023	PRJEB53403	SAMEA110061264	ERR9830233	534822f2-9259-4073-b9cf-9045b3d6d577
BoktorJC_2023	PRJEB53403	SAMEA110061265	ERR9830234	5c5c8345-2163-4ec8-81a2-0038a528581a
BoktorJC_2023	PRJEB53403	SAMEA110061266	ERR9830235	5a62443e-698d-4c7c-bfff-e737fd8bdc93
BoktorJC_2023	PRJEB53403	SAMEA110061267	ERR9830236	9d4502ca-f1f4-47a7-bae3-064f0e6d6198
BoktorJC_2023	PRJEB53403	SAMEA110061268	ERR9830237	82f932a4-97c3-4f7b-a212-aff8545e945c
BoktorJC_2023	PRJEB53403	SAMEA110061269	ERR9830238	34078ecd-620a-4e8d-b3f6-0a812bff18c8
BoktorJC_2023	PRJEB53403	SAMEA110061270	ERR9830239	bcf42969-0a5a-49fb-b80f-a55243d9a92b
BoktorJC_2023	PRJEB53403	SAMEA110061271	ERR9830240	9b73373d-27a6-4121-a6ab-671ab3b3de28
BoktorJC_2023	PRJEB53403	SAMEA110061272	ERR9830241	3a3cda02-cbdf-48f2-bf27-c4f59b69d1a1
BoktorJC_2023	PRJEB53403	SAMEA110061273	ERR9830242	68a7fd0a-99d3-475f-9681-6221664d7c9b
BoktorJC_2023	PRJEB53403	SAMEA110061274	ERR9830243	10ea1bb2-5e68-4229-87da-868645e81d10
BoktorJC_2023	PRJEB53403	SAMEA110061275	ERR9830244	0dbb85f2-1c12-46bf-a501-d25db5d49631
BoktorJC_2023	PRJEB53403	SAMEA110061276	ERR9830245	6dbbe685-2020-4d4e-ba92-7bab9bf4df19
BoktorJC_2023	PRJEB53403	SAMEA110061277	ERR9830246	39ea567c-41ba-4e15-a3e6-89f48ff49f60
BoktorJC_2023	PRJEB53403	SAMEA110061278	ERR9830247	71df10d9-ade6-40ff-a38d-9f6d980ced10
BoktorJC_2023	PRJEB53403	SAMEA110061279	ERR9830248	f181eb57-8643-46ac-a241-4d4cfe51aeb1
BoktorJC_2023	PRJEB53403	SAMEA110061280	ERR9830249	45a47680-2b68-4eda-b61f-08eec9b0922a
BoktorJC_2023	PRJEB53403	SAMEA110061281	ERR9830250	df730bdf-1289-4b54-8c4b-ed6a6603ed00
BoktorJC_2023	PRJEB53403	SAMEA110061282	ERR9830251	76d83593-0191-47f6-b322-ecfe0d10ae2a
BoktorJC_2023	PRJEB53403	SAMEA110061283	ERR9830252	2ab870cd-8a65-4a6b-8952-f88e705469df
BoktorJC_2023	PRJEB53403	SAMEA110061284	ERR9830253	8ebe049b-a678-409d-816b-5e222a4a9c18
BoktorJC_2023	PRJEB53403	SAMEA110061285	ERR9830254	54a877ae-40de-47cc-90e4-959d131bceb1
BoktorJC_2023	PRJEB53403	SAMEA110061286	ERR9830255	095b14a1-f734-4cf8-b9c1-f8d27baa9691
BoktorJC_2023	PRJEB53403	SAMEA110061287	ERR9830256	df078cb8-7dbc-4541-857a-487be38ce3c9
BoktorJC_2023	PRJEB53403	SAMEA110061288	ERR9830257	cac8ba3c-8a32-4e03-8d88-109c3fead73a
BoktorJC_2023	PRJEB53403	SAMEA110061289	ERR9830258	5d87070d-5173-4b15-aac2-313ce1cdf3ae
BoktorJC_2023	PRJEB53403	SAMEA110061290	ERR9830259	f700e705-1b40-400b-ac02-00662790a520
BoktorJC_2023	PRJEB53403	SAMEA110061291	ERR9830260	2d5e9769-c089-481d-b34f-b459a6ea1066
BoktorJC_2023	PRJEB53403	SAMEA110061292	ERR9830261	14580559-5a54-4ac6-9812-e2028342d906
BoktorJC_2023	PRJEB53403	SAMEA110061293	ERR9830262	5c7cf16c-267d-478f-95c0-079f681297e3
BoktorJC_2023	PRJEB53403	SAMEA110061294	ERR9830263	0e5c401c-1e12-49e6-9730-1feed4cbddd1
BoktorJC_2023	PRJEB53403	SAMEA110061295	ERR9830264	bf7d6cd5-1507-46a9-9e86-ec8a6c92940e
BoktorJC_2023	PRJEB53403	SAMEA110061296	ERR9830265	f89ecd7e-64d7-4648-8272-91f451f63049
BoktorJC_2023	PRJEB53403	SAMEA110061297	ERR9830266	abeacea7-84bf-4b54-ae09-61d759140df2
BoktorJC_2023	PRJEB53403	SAMEA110061298	ERR9830267	4e2c7393-793d-404e-9e87-6667d68b7846
BoktorJC_2023	PRJEB53403	SAMEA110061299	ERR9830268	eed04559-1c8d-448b-bcae-b405d9d63013
BoktorJC_2023	PRJEB53403	SAMEA110061300	ERR9830269	974af14d-da39-4cb9-945d-9fd069cf15c8
BoktorJC_2023	PRJEB53403	SAMEA110061301	ERR9830270	bdfa5296-30d3-4660-84d4-9e05e2e8df26
BoktorJC_2023	PRJEB53403	SAMEA110061302	ERR9830271	07a85a87-bcaf-4fc2-8251-ad209366ba4b
BoktorJC_2023	PRJEB53403	SAMEA110061303	ERR9830272	9b467133-0112-4139-882e-e4defe27b499
BoktorJC_2023	PRJEB53403	SAMEA110061304	ERR9830273	2984b897-c45d-4597-970d-0c9c7033c149
BoktorJC_2023	PRJEB53403	SAMEA110061305	ERR9830274	31c7ecfa-a1bc-42bd-a463-7996885b30de
BoktorJC_2023	PRJEB53403	SAMEA110061306	ERR9830275	ef5d5fdf-3879-4610-8e2e-578f94e3fddf
BoktorJC_2023	PRJEB53403	SAMEA110061307	ERR9830276	f8e00392-c47a-481e-9592-093bb2b080ca
BoktorJC_2023	PRJEB53403	SAMEA110061308	ERR9830277	529edadb-7f60-4240-86a5-658583b52052
BoktorJC_2023	PRJEB53403	SAMEA110061309	ERR9830278	664bc3d3-cc13-472a-bf3b-7d09de66191c
BoktorJC_2023	PRJEB53403	SAMEA110061310	ERR9830279	fe9dcbfb-fc20-4a7a-b316-27db5e763af8
BoktorJC_2023	PRJEB53403	SAMEA110061311	ERR9830280	66050f16-5ff6-4c79-bdf7-7651cfc7f10a
BoktorJC_2023	PRJEB53403	SAMEA110061312	ERR9830281	9e527a27-6273-49b7-a695-e2a07b539e00
BoktorJC_2023	PRJEB53403	SAMEA110061313	ERR9830282	ef4ce836-ef29-4235-9504-ed1581cce12b
BoktorJC_2023	PRJEB53403	SAMEA110061314	ERR9830283	4baa81b6-807a-4787-a0fb-0d22ec81cb5c
BoktorJC_2023	PRJEB53403	SAMEA110061315	ERR9830284	f104712b-25e0-4cf1-87a9-01341c8a0b7f
BoktorJC_2023	PRJEB53403	SAMEA110061316	ERR9830285	c9d74478-9b39-41c1-b047-71d235ca1d86
BoktorJC_2023	PRJEB53403	SAMEA110061317	ERR9830286	5d2a51b3-fb10-47cd-a2cc-3464e138cde9
BoktorJC_2023	PRJEB53403	SAMEA110061318	ERR9830287	88bd636d-bec4-4b65-a1c6-cbb2b5927a20
BoktorJC_2023	PRJEB53403	SAMEA110061319	ERR9830288	8bfe2d08-fa71-45ed-898c-ac91580eff0e
BoktorJC_2023	PRJEB53403	SAMEA110061320	ERR9830289	55603ddc-1a6e-4a50-8f47-1cd49cbcb928
BoktorJC_2023	PRJEB53403	SAMEA110061321	ERR9830290	2ee23fbe-885d-4985-a001-4555f1d4a26e
BoktorJC_2023	PRJEB53403	SAMEA110061322	ERR9830291	d903a29b-68bf-49ec-bc72-bb1ffe371619
BoktorJC_2023	PRJEB53403	SAMEA110061323	ERR9830292	3de9763c-ea38-4337-92c3-1ffda7c9e1a9
BoktorJC_2023	PRJEB53403	SAMEA110061324	ERR9830293	86a32d72-8302-4c62-aa46-20817a3b572c
BoktorJC_2023	PRJEB53403	SAMEA110061325	ERR9830294	65adda43-2cf9-444e-bf2d-840e81232cd2
BoktorJC_2023	PRJEB53403	SAMEA110061326	ERR9830295	4b3acbbc-07d5-49b3-bce3-c268622dbc3d
BoktorJC_2023	PRJEB53403	SAMEA110061327	ERR9830296	6fe34bb6-958e-477f-b680-776f9d96f4f6
BoktorJC_2023	PRJEB53403	SAMEA110061328	ERR9830297	5bf694dc-1b03-4b1b-93ff-33281cf59b98
BoktorJC_2023	PRJEB53403	SAMEA110061329	ERR9830298	ba415253-f9da-4b30-b6f0-d1e2f6cf3138
BoktorJC_2023	PRJEB53403	SAMEA110061330	ERR9830299	f5bd459a-b756-4c2c-a4d7-8d032e2a6bb4
BoktorJC_2023	PRJEB53403	SAMEA110061331	ERR9830300	850d998e-667b-40ba-9bd1-b4c1a640de9d
BoktorJC_2023	PRJEB53403	SAMEA110061332	ERR9830301	278ba07e-e7c3-4cda-b3f3-1948cba89236
BoktorJC_2023	PRJEB53403	SAMEA110061333	ERR9830302	72c98997-1d25-47ad-8dd3-088ed7972178
BoktorJC_2023	PRJEB53403	SAMEA110061334	ERR9830303	14dce04e-071f-4330-ae3c-144a37b48611
BoktorJC_2023	PRJEB53403	SAMEA110061335	ERR9830304	ae6df7ab-26b7-441d-bd77-cfe63fe646fe
BoktorJC_2023	PRJEB53403	SAMEA110061336	ERR9830305	b1e00e7f-ba3e-41c0-b61e-58dcdab8178f
BoktorJC_2023	PRJEB53403	SAMEA110061337	ERR9830306	89897711-b6f9-4f26-aa36-aacb7a70856b
BoktorJC_2023	PRJEB53403	SAMEA110061338	ERR9830307	add2a96a-0e47-4442-8e18-7e26a4797d5c
BoktorJC_2023	PRJEB53403	SAMEA110061339	ERR9830308	73e0e821-4f63-461c-9ef5-d1037ad08c57
BoktorJC_2023	PRJEB53403	SAMEA110061340	ERR9830309	8179fc5f-7dd2-4b9a-bec3-8436fa6227b0
BoktorJC_2023	PRJEB53403	SAMEA110061341	ERR9830310	7d11266a-9fdd-4d82-80a9-98e52c3277fa
BoktorJC_2023	PRJEB53403	SAMEA110061342	ERR9830311	d6db9029-d6ea-4c7d-bb1a-b5123c115dbe
BoktorJC_2023	PRJEB53403	SAMEA110061343	ERR9830312	ea59ecc2-5c6c-47b8-a1c6-40c8bb2c60ce
BoktorJC_2023	PRJEB53403	SAMEA110061344	ERR9830313	6100a50e-c09d-48f8-8528-d7cefcd70c41
BoktorJC_2023	PRJEB53403	SAMEA110061345	ERR9830314	89830d39-5fdd-4736-8068-c87cd5469573
BoktorJC_2023	PRJEB53403	SAMEA110061346	ERR9830315	85665ea9-7c6f-471a-8f94-3fae4109cf96
BoktorJC_2023	PRJEB53403	SAMEA110061347	ERR9830316	cd847e28-5e6c-49b4-82c0-dccc3ff12ffc
BoktorJC_2023	PRJEB53403	SAMEA110061348	ERR9830317	ac367f4c-071a-4a30-961f-c856b9317bd6
BoktorJC_2023	PRJEB53403	SAMEA110061349	ERR9830318	b7a64d12-2e04-40f0-b9a2-15f38ccdf88e
BoktorJC_2023	PRJEB53403	SAMEA110061350	ERR9830319	a0fc57cf-ce9d-4306-ba01-0e7884c22c7c
BoktorJC_2023	PRJEB53403	SAMEA110061351	ERR9830320	1e3b1bda-2583-4ca7-98c1-272760e7effe
BoktorJC_2023	PRJEB53403	SAMEA110061352	ERR9830321	0b1621da-970e-4255-baa3-1f5d617f0fef
BoktorJC_2023	PRJEB53403	SAMEA110061353	ERR9830322	4271cabf-d74c-4062-b32d-b71e49948e7e
BoktorJC_2023	PRJEB53403	SAMEA110061354	ERR9830323	df79a003-fe4b-434b-ad71-0786a4e615c5
BoktorJC_2023	PRJEB53403	SAMEA110061355	ERR9830324	f9898bce-2c69-43ec-95e4-d1819b97b6c5
BoktorJC_2023	PRJEB53403	SAMEA110061356	ERR9830325	78bc7bff-36a7-4e3f-81f2-4aeef4729bc3
BoktorJC_2023	PRJEB53403	SAMEA110061357	ERR9830326	e690d6fe-f0f6-4079-9a34-d844ec0c49dd
BoktorJC_2023	PRJEB53403	SAMEA110061358	ERR9830327	7381ad48-4699-479d-81be-3e39204c48fd
BoktorJC_2023	PRJEB53403	SAMEA110061359	ERR9830328	d6e9a54d-9084-4835-a74f-bce82b5928ed
BoktorJC_2023	PRJEB53403	SAMEA110061360	ERR9830329	b4f545eb-7a7d-4881-b70a-988b604c4d92
BoktorJC_2023	PRJEB53403	SAMEA110061361	ERR9830330	3f8ac642-ec0e-44c9-9c17-a7dbd8ef1ae7
BoktorJC_2023	PRJEB53403	SAMEA110061362	ERR9830331	0ea72a75-5f06-4a8b-8fb6-7668304104d3
BoktorJC_2023	PRJEB53403	SAMEA110061363	ERR9830332	4e2992cd-5839-4dc1-9086-6375a7b5090f
BoktorJC_2023	PRJEB53403	SAMEA110061364	ERR9830333	36a227f4-088c-40c4-a4e6-ab377b72402a
BoktorJC_2023	PRJEB53403	SAMEA110061365	ERR9830334	db325c0d-01ca-4e87-b52d-01b10493c310
BoktorJC_2023	PRJEB53403	SAMEA110061366	ERR9830335	c902b413-f4b4-40f5-b851-8556aba75ac4
BoktorJC_2023	PRJEB53403	SAMEA110061367	ERR9830336	bf3e597b-5bc2-415c-9f18-5d3da681bb15
BoktorJC_2023	PRJEB53403	SAMEA110061368	ERR9830337	95e9be42-4266-4dff-85ed-e7a2600d327d
BoktorJC_2023	PRJEB53403	SAMEA110061369	ERR9830338	c06701c8-94d5-4611-90eb-2d9454522b00
BoktorJC_2023	PRJEB53403	SAMEA110061370	ERR9830339	a099712e-9245-4bd7-a309-8254844771fa
BoktorJC_2023	PRJEB53403	SAMEA110061371	ERR9830340	70c49426-a686-4d36-b110-1589d172123d
BoktorJC_2023	PRJEB53403	SAMEA110061372	ERR9830341	1cb76ee4-5a2d-4ca9-9e7a-21e164357afc
BoktorJC_2023	PRJEB53403	SAMEA110061373	ERR9830342	2812ff9a-9e37-4771-86ae-fcca9dcbdfe7
BoktorJC_2023	PRJEB53403	SAMEA110061374	ERR9830343	23f77795-64d2-4cb0-8f65-8a64b0c2ebda
BoktorJC_2023	PRJEB53403	SAMEA110061375	ERR9830344	a77296ca-8627-4038-84e0-49daf3060262
BoktorJC_2023	PRJEB53403	SAMEA110061376	ERR9830345	3a3af891-4af9-46b8-8652-2264c1e776c6
BoktorJC_2023	PRJEB53403	SAMEA110061377	ERR9830346	3ea88546-f45d-457f-a954-c38a64aafd3c
BoktorJC_2023	PRJEB53403	SAMEA110061378	ERR9830347	4ffa1bf9-2706-4865-b9fc-c4cdbab880ee
BoktorJC_2023	PRJEB53403	SAMEA110061379	ERR9830348	5205e1a5-9cf3-4c43-ac33-e1411c95da9d
BoktorJC_2023	PRJEB53403	SAMEA110061380	ERR9830349	abe96815-cc87-48a6-991f-796f233a08a0
BoktorJC_2023	PRJEB53403	SAMEA110061381	ERR9830350	9138f519-cb06-43d3-affa-e8efab2ce34a
BoktorJC_2023	PRJEB53403	SAMEA110061382	ERR9830351	2b806a3b-fbde-4272-a4e0-fbc184a22f45
BoktorJC_2023	PRJEB53403	SAMEA110061383	ERR9830352	5264fa9c-6cfd-442c-9e45-3a3624d07152
BoktorJC_2023	PRJEB53403	SAMEA110061384	ERR9830353	d662ee68-4d1c-4cd7-b09d-7606dc6611df
BoktorJC_2023	PRJEB53403	SAMEA110061385	ERR9830354	e8da679b-9c39-4b35-8163-edbe4024a3f0
BoktorJC_2023	PRJEB53403	SAMEA110061386	ERR9830355	75623fd0-24b4-4839-9372-caf3584fd572
BoktorJC_2023	PRJEB53403	SAMEA110061387	ERR9830356	1ee43476-0462-4243-9837-73c945f17e85
BoktorJC_2023	PRJEB53403	SAMEA110061388	ERR9830357	4393c09a-5c5f-4b80-a98f-52d23998f7b8
BoktorJC_2023	PRJEB53403	SAMEA110061389	ERR9830358	719ceac2-7956-463c-b656-4769075b2281
BoktorJC_2023	PRJEB53403	SAMEA110061390	ERR9830359	e44be7fd-8ea5-4910-a816-f41c1d873f1b
BoktorJC_2023	PRJEB53403	SAMEA110061391	ERR9830360	c875783d-d949-4017-8a2a-e774d3cea28a
BoktorJC_2023	PRJEB53403	SAMEA110061392	ERR9830361	68e60329-055b-48b6-8f6c-6f014d3edc37
BoktorJC_2023	PRJEB53403	SAMEA110061393	ERR9830362	6b10589f-356e-479f-b7df-57022dae5602
BoktorJC_2023	PRJEB53403	SAMEA110061394	ERR9830363	62c33e13-a71b-4d5f-a7d7-2ad18ee3b787
BoktorJC_2023	PRJEB53403	SAMEA110061395	ERR9830364	814659e5-d406-464e-8857-b5a381a94e9e
BoktorJC_2023	PRJEB53403	SAMEA110061396	ERR9830365	169d15ba-52c5-43f7-aead-275c840add47
BoktorJC_2023	PRJEB53403	SAMEA110061397	ERR9830366	731bb113-6994-4628-9d54-d82ee3242cf5
BoktorJC_2023	PRJEB53403	SAMEA110061398	ERR9830367	0eaed2f7-218a-4293-b1bd-d53b6e13e20b
BoktorJC_2023	PRJEB53403	SAMEA110061399	ERR9830368	c1d31ce9-748c-4c34-880a-b98583f087d5
BoktorJC_2023	PRJEB53403	SAMEA110061400	ERR9830369	aa6914b8-7091-477a-be42-919879e11586
BoktorJC_2023	PRJEB53403	SAMEA110061401	ERR9830370	e966c74c-573a-4ed9-a55b-5a39afed008b
