Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Group,HOST,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,litter_id,mouse_id,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,total_sequences
SRR28674804,1,WGS,302,468969458,PRJNA1099939,SAMN40961890,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",202303707,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-08-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243163,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG041AM3_1MTH_08082019,PAIRED,RANDOM,METAGENOMIC,hSCATG041,hSCATG041AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG041AM3_1MTH_08082019,SRP501636,1637127
SRR28674806,6,WGS,302,250185558,PRJNA1099939,SAMN40961888,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",117762970,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-01-08,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243161,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG041AM1_6MTH_01082020,PAIRED,RANDOM,METAGENOMIC,hSCATG041,hSCATG041AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG041AM1_6MTH_01082020,SRP501636,909255
SRR28674807,3,WGS,302,312484836,PRJNA1099939,SAMN40961887,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",150444421,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-10-08,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243160,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG041AM1_3MTH_10082019,PAIRED,RANDOM,METAGENOMIC,hSCATG041,hSCATG041AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG041AM1_3MTH_10082019,SRP501636,1117206
SRR28674808,1,WGS,302,599255278,PRJNA1099939,SAMN40961886,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",256402370,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-08-08,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243159,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG041AM1_1MTH_08082019,PAIRED,RANDOM,METAGENOMIC,hSCATG041,hSCATG041AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG041AM1_1MTH_08082019,SRP501636,2581180
SRR28674809,12,WGS,302,438831066,PRJNA1099939,SAMN40961885,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",201962272,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-07-08,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243158,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG041AM1_12MTH_07082020,PAIRED,RANDOM,METAGENOMIC,hSCATG041,hSCATG041AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG041AM1_12MTH_07082020,SRP501636,1494405
SRR28674811,6,WGS,302,295266608,PRJNA1099939,SAMN40961876,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",129006125,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-01-08,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243156,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG039AM7_6MTH_01082020,PAIRED,RANDOM,METAGENOMIC,hSCATG039,hSCATG039AM7,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG039AM7_6MTH_01082020,SRP501636,1210573
SRR28674812,3,WGS,302,405444664,PRJNA1099939,SAMN40961875,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",177030322,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-10-08,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243155,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG039AM7_3MTH_10082019,PAIRED,RANDOM,METAGENOMIC,hSCATG039,hSCATG039AM7,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG039AM7_3MTH_10082019,SRP501636,1682734
SRR28674813,1,WGS,302,536135466,PRJNA1099939,SAMN40961874,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",247090658,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-08-08,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243154,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG039AM7_1MTH_08082019,PAIRED,RANDOM,METAGENOMIC,hSCATG039,hSCATG039AM7,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG039AM7_1MTH_08082019,SRP501636,1621969
SRR28674819,3,WGS,302,325308058,PRJNA1099939,SAMN40961847,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",146748127,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-10-03,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243148,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG036AM3_3MTH_10032019,PAIRED,RANDOM,METAGENOMIC,hSCATG036,hSCATG036AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG036AM3_3MTH_10032019,SRP501636,1255616
SRR28674820,1,WGS,302,267423416,PRJNA1099939,SAMN40961846,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",119768722,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-08-01,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243147,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG036AM3_1MTH_08012019,PAIRED,RANDOM,METAGENOMIC,hSCATG036,hSCATG036AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG036AM3_1MTH_08012019,SRP501636,1021905
SRR28674821,12,WGS,302,420259878,PRJNA1099939,SAMN40961845,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",192750444,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-06-30,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243146,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG036AM3_12MTH_06302020,PAIRED,RANDOM,METAGENOMIC,hSCATG036,hSCATG036AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG036AM3_12MTH_06302020,SRP501636,1556537
SRR28674822,6,WGS,302,238368902,PRJNA1099939,SAMN40961844,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",120410236,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-01-02,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243145,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG036AM1_6MTH_01022020,PAIRED,RANDOM,METAGENOMIC,hSCATG036,hSCATG036AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG036AM1_6MTH_01022020,SRP501636,682161
SRR28674823,3,WGS,302,336314146,PRJNA1099939,SAMN40961843,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",150343109,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-10-03,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243144,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG036AM1_3MTH_10032019,PAIRED,RANDOM,METAGENOMIC,hSCATG036,hSCATG036AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG036AM1_3MTH_10032019,SRP501636,1319810
SRR28674824,1,WGS,302,460626104,PRJNA1099939,SAMN40961842,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",203000077,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-08-01,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243143,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG036AM1_1MTH_08012019,PAIRED,RANDOM,METAGENOMIC,hSCATG036,hSCATG036AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG036AM1_1MTH_08012019,SRP501636,1869463
SRR28674825,12,WGS,302,298357880,PRJNA1099939,SAMN40961841,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",136678772,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-06-30,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243142,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG036AM1_12MTH_06302020,PAIRED,RANDOM,METAGENOMIC,hSCATG036,hSCATG036AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG036AM1_12MTH_06302020,SRP501636,1126761
SRR28674826,1,WGS,302,421239566,PRJNA1099939,SAMN40961826,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",184134638,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-08-01,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243141,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG034AM5_1MTH_08012019,PAIRED,RANDOM,METAGENOMIC,hSCATG034,hSCATG034AM5,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG034AM5_1MTH_08012019,SRP501636,1720849
SRR28674827,12,WGS,302,354894394,PRJNA1099939,SAMN40961825,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",160286965,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-06-30,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243140,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG034AM5_12MTH_06302020,PAIRED,RANDOM,METAGENOMIC,hSCATG034,hSCATG034AM5,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG034AM5_12MTH_06302020,SRP501636,1421045
SRR28674830,1,WGS,302,405939340,PRJNA1099939,SAMN40961822,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",182507850,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-08-01,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243137,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG034AM3_1MTH_08012019,PAIRED,RANDOM,METAGENOMIC,hSCATG034,hSCATG034AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG034AM3_1MTH_08012019,SRP501636,1607737
SRR28674831,12,WGS,302,357010810,PRJNA1099939,SAMN40961821,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",161340496,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-06-30,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243136,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG034AM3_12MTH_06302020,PAIRED,RANDOM,METAGENOMIC,hSCATG034,hSCATG034AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG034AM3_12MTH_06302020,SRP501636,1395700
SRR28674832,3,WGS,302,504862762,PRJNA1099939,SAMN40961731,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",222876527,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-09-03,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243135,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG018AM5_3MTH_09032019,PAIRED,RANDOM,METAGENOMIC,hSCATG018,hSCATG018AM5,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG018AM5_3MTH_09032019,SRP501636,1915501
SRR28674833,1,WGS,302,304872926,PRJNA1099939,SAMN40961722,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",143376543,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-07-01,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243134,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG016AM3_1MTH_07012019,PAIRED,RANDOM,METAGENOMIC,hSCATG016,hSCATG016AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG016AM3_1MTH_07012019,SRP501636,1168074
SRR28674834,1,WGS,302,347650320,PRJNA1099939,SAMN40961770,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",160464593,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-07-15,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243133,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG025AM2_1MTH_07152019,PAIRED,RANDOM,METAGENOMIC,hSCATG025,hSCATG025AM2,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG025AM2_1MTH_07152019,SRP501636,1352865
SRR28674837,3,WGS,302,432401788,PRJNA1099939,SAMN40961767,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",190113836,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-09-16,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243130,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG023AM3_3MTH_09162019,PAIRED,RANDOM,METAGENOMIC,hSCATG023,hSCATG023AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG023AM3_3MTH_09162019,SRP501636,1798530
SRR28674838,1,WGS,302,344808198,PRJNA1099939,SAMN40961766,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",156024799,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-07-15,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243129,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG023AM3_1MTH_07152019,PAIRED,RANDOM,METAGENOMIC,hSCATG023,hSCATG023AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG023AM3_1MTH_07152019,SRP501636,1358587
SRR28674839,12,WGS,302,448016698,PRJNA1099939,SAMN40961765,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",201337463,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-06-11,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243128,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG023AM3_12MTH_06112020,PAIRED,RANDOM,METAGENOMIC,hSCATG023,hSCATG023AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG023AM3_12MTH_06112020,SRP501636,1787622
SRR28674840,6,WGS,302,239205442,PRJNA1099939,SAMN40961764,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",112210326,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-12-16,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243127,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG023AM2_6MTH_12162019,PAIRED,RANDOM,METAGENOMIC,hSCATG023,hSCATG023AM2,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG023AM2_6MTH_12162019,SRP501636,946846
SRR28674841,3,WGS,302,633250210,PRJNA1099939,SAMN40961763,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",274471487,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-09-16,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243126,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG023AM2_3MTH_09162019,PAIRED,RANDOM,METAGENOMIC,hSCATG023,hSCATG023AM2,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG023AM2_3MTH_09162019,SRP501636,2477222
SRR28674842,12,WGS,302,458346910,PRJNA1099939,SAMN40961913,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",208784875,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-12-12,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243125,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG054AM2_12MTH_12122020,PAIRED,RANDOM,METAGENOMIC,hSCATG054,hSCATG054AM2,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG054AM2_12MTH_12122020,SRP501636,1624393
SRR28674843,6,WGS,302,448835722,PRJNA1099939,SAMN40961912,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",204366191,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-05-18,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243124,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG053AM3_6MTH_05182020,PAIRED,RANDOM,METAGENOMIC,hSCATG053,hSCATG053AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG053AM3_6MTH_05182020,SRP501636,1675396
SRR28674844,3,WGS,302,408304906,PRJNA1099939,SAMN40961911,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",179349633,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-02-19,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243123,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG053AM3_3MTH_02192020,PAIRED,RANDOM,METAGENOMIC,hSCATG053,hSCATG053AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:59:00Z,1,hSCATG053AM3_3MTH_02192020,SRP501636,892334
SRR28674845,6,WGS,302,446372006,PRJNA1099939,SAMN40961740,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",200047105,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-12-03,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243122,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG021AM1_6MTH_12032019,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG021AM1_6MTH_12032019,SRP501636,1713167
SRR28674846,1,WGS,302,364135594,PRJNA1099939,SAMN40961910,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",163584317,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-12-19,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243121,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG053AM3_1MTH_12192019,PAIRED,RANDOM,METAGENOMIC,hSCATG053,hSCATG053AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:59:00Z,1,hSCATG053AM3_1MTH_12192019,SRP501636,1399909
SRR28674847,12,WGS,302,308630712,PRJNA1099939,SAMN40961909,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",143258086,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-12-12,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243120,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG053AM3_12MTH_12122020,PAIRED,RANDOM,METAGENOMIC,hSCATG053,hSCATG053AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:59:00Z,1,hSCATG053AM3_12MTH_12122020,SRP501636,1100947
SRR28674848,6,WGS,302,426154616,PRJNA1099939,SAMN40961908,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",184569564,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-05-18,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243119,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG053AM1_6MTH_05182020,PAIRED,RANDOM,METAGENOMIC,hSCATG053,hSCATG053AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG053AM1_6MTH_05182020,SRP501636,1519203
SRR28674853,6,WGS,302,368530600,PRJNA1099939,SAMN40961896,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",163294220,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-02-10,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243114,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG043AM2_6MTH_02102020,PAIRED,RANDOM,METAGENOMIC,hSCATG043,hSCATG043AM2,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG043AM2_6MTH_02102020,SRP501636,1416301
SRR28674854,3,WGS,302,356719078,PRJNA1099939,SAMN40961895,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",158466938,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-11-12,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243113,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG043AM2_3MTH_11122019,PAIRED,RANDOM,METAGENOMIC,hSCATG043,hSCATG043AM2,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG043AM2_3MTH_11122019,SRP501636,1373135
SRR28674857,6,WGS,302,334226420,PRJNA1099939,SAMN40961892,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",151144158,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-01-08,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243110,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG041AM3_6MTH_01082020,PAIRED,RANDOM,METAGENOMIC,hSCATG041,hSCATG041AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG041AM3_6MTH_01082020,SRP501636,1274518
SRR28674858,1,WGS,302,394866510,PRJNA1099939,SAMN40961862,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",170081194,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-08-08,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243109,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG039AM2_1MTH_08082019,PAIRED,RANDOM,METAGENOMIC,hSCATG039,hSCATG039AM2,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:59:00Z,1,hSCATG039AM2_1MTH_08082019,SRP501636,1685090
